score      bagging_fraction         feature_fraction           is_unbalance              lambda_l1                max_depth             min_data_in_leaf            num_leaves       
2.11899   0.81600417756100696032   0.22150265080348827129   0.14020558392469240072  26.86090596135786512377  46.18508821228051175467   7.91447951582445607954 103.22551712643472399122
2.21202   0.59028434719995126478   0.22952353250229970416   0.00277696818615813523   0.33146754224228591745  58.45536998894638713864   5.63691973901617693343 209.38543095220029499615
2.13231   0.51543764474873188242   0.87774884353946380777   0.26270150698908489861   0.36012438438402594176   5.96962213809486996752   5.92776604032566556413 175.52894677482245811007
2.13592   0.35040523006726315147   0.32232042506797631276   0.28537334099905042883  23.99865492559602486722  99.65236288394838481963   5.72074035576364625655 188.46526632278951751687
2.18920   0.77145372638725140391   0.87948981938244852330   0.41259726090279169597   0.80714934882130107141  44.86123969279829992729   6.21020469216972692550 250.55272451777895525993
2.09627   0.88966106550290890986   0.38929287938722900719   0.13149060637201526180   0.07585490240200265522  57.63023950779667359257  27.86396181664861160243 219.33350576616308558187
2.10616   0.20000000000000001110   0.20000000000000001110   0.00000000000000000000   0.00000000000000000000 100.00000000000000000000 125.64373442325806706776   5.00000000000000000000
2.11191   0.93948418663253607797   0.25233827995334856542   0.57381095333019294102  26.84827713355024059183  57.12386040022306588071 146.77739337212136661037  76.74283897565555889742
2.10472   0.55879436660394488090   0.74620961589951950721   0.05126540185141303940   0.15982342469097365889  92.47486626444282364901 199.24935876098936660128  80.05631628092943685715
2.10259   0.99235332535446096891   0.54614579611091618183   0.94958166972401880646   0.37552630128119790509  64.27744497280886548651 196.15010619054342555501 201.92877232854343105828
2.11718   0.59434021534464198666   0.37726706277985466720   0.35693527762060650588  26.48787297708969745713   1.59360453555783720958 197.90078907096338411975 155.99567472501388465389
2.11311   0.51246128686798453344   0.75330635352058816778   0.04472677990800244530  26.97839391570148137589   0.66069338637596164432 103.92471237350994783810   5.97700015652074778671
2.19563   0.22657043834698653573   0.37860853205785832687   0.40232789889122322347   1.42688001653764340304  93.70362466434117720837   5.03136143246353295666 224.48360203200536489021
2.15179   0.20871659582221957496   0.32808219141777883454   0.73240073749659728719  25.61126059481008354624  45.92015593845484744406 150.07456868779212300069 297.57216699791104019823
2.11300   0.51962519761625403092   0.95391252980587104560   0.69915325290527940982  26.62110914059843480572  95.27074776311958714814  76.31688062713978126794   9.14427994219598438974
2.27697   0.20000000043575394404   1.00000000000000000000   1.00000000000000000000   0.00000000000000000000  88.01513694119280728501   5.00000002100379692394 192.93517818296552945867
2.09713   0.58479041411024335062   0.64717627810581368486   0.01910231031471776308   2.33731699298979656021  98.96037262481610241593 135.36749187188780751967 299.70482595255305113824
2.19548   0.20000000000000001110   1.00000000000000000000   1.00000000000000000000  27.00000000000000000000  -1.00000000000000000000   5.00000000000000000000  71.25902438895130330820
2.16210   0.20000000000000001110   1.00000000000000000000   1.00000000000000000000  27.00000000000000000000  -1.00000000000000000000 107.40485219700978802848 104.57392685431206302837
